title,price,area,location,property_type,publisher,estrato,address,location_point,main_image,carousel_images,bathrooms,bedrooms,garage
Oficina en arriendo,21574200,566 m²,El chico,Oficina,INACAR SA,110,Calle 94a # 11a-73,"4.6788763015492, -74.046403502304",https://cdn2.infocasas.com.uy/repo/img/67118a3b91ae5_infocdn__gr1635051520240712022942jpg.jpg,"['https://cdn2.infocasas.com.uy/repo/img/67118a3c92994_infocdn__gr1635053920240712023159jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a3d95f37_infocdn__gr1635054020240712023202jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a3e5c5ab_infocdn__gr1635054120240712023204jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a3f4bbbe_infocdn__gr1635053620240712023005jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a401e25b_infocdn__gr1635051220240712022938jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a41025ba_infocdn__gr1635053720240712023006jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a41e6528_infocdn__gr1635053520240712023004jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a42b4696_infocdn__gr1635051620240712022943jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a43976b4_infocdn__gr1635052120240712022948jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a44a042a_infocdn__gr1635051920240712022946jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a46697fb_infocdn__gr1635052320240712022951jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a47337bc_infocdn__gr1635051320240712022940jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4821d85_infocdn__gr1635051820240712022945jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a491526f_infocdn__gr1635053120240712022959jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a49eb3b0_infocdn__gr1635052020240712022947jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4ac9801_infocdn__gr1635052520240712022953jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4b8eeb2_infocdn__gr1635052820240712022955jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4c61f36_infocdn__gr1635052920240712022956jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4d524fe_infocdn__gr1635053820240712023007jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4e42a89_infocdn__gr1635052720240712022955jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a4f3121b_infocdn__gr1635053320240712023002jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a5034d30_infocdn__gr1635052520240712025640jpg.jpg']",2,,7
Oficina en arriendo,23679600,566 m²,El chico,Oficina,INACAR SA,110,Calle 94a # 11a-73,"4.6788763015492, -74.046403502304",https://cdn2.infocasas.com.uy/repo/img/67118a96a7775_infocdn__gr1635052120240712031906jpg.jpg,"['https://cdn2.infocasas.com.uy/repo/img/67118a97b7d30_infocdn__gr1635053420240712032007jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a98d84e2_infocdn__gr1635053820240712032012jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a99e7d75_infocdn__gr1635053720240712032011jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a9ab7232_infocdn__gr1635051120240628091509png.png', 'https://cdn2.infocasas.com.uy/repo/img/67118a9b7c1cc_infocdn__gr1635051420240712031858jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a9c61d63_infocdn__gr1635051620240712031900jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a9d3c07b_infocdn__gr1635051920240712031903jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a9e72299_infocdn__gr1635051720240712031901jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118a9fa1e67_infocdn__gr1635051220240712031855jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa06f275_infocdn__gr1635051320240712031857jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa1a6cb1_infocdn__gr1635051520240712031859jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa28e685_infocdn__gr1635051820240712031902jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa3a0f5e_infocdn__gr1635052220240712031908jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa47e2db_infocdn__gr1635052320240712031909jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa5693d7_infocdn__gr1635052420240712031910jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa64b7be_infocdn__gr1635052620240712031912jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa75b7bb_infocdn__gr1635052720240712031913jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa84c22d_infocdn__gr1635052820240712031914jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aa90d6af_infocdn__gr1635052920240712031915jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aaa0afcf_infocdn__gr1635053020240712031916jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aaacc819_infocdn__gr1635053220240712032004jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aabafb75_infocdn__gr1635053520240712032008jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aac77edf_infocdn__gr1635053620240712032009jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aad3b594_infocdn__gr1635053120240712032003jpg.jpg']",2,,8
Oficina en arriendo,21411000,566 m²,El chico,Oficina,INACAR SA,110,Calle 94a # 11a-73,"4.6788763015492, -74.046403502304",https://cdn2.infocasas.com.uy/repo/img/67118ac17b227_infocdn__gr1635051520240712024848jpg.jpg,"['https://cdn2.infocasas.com.uy/repo/img/67118ac2575d5_infocdn__gr1635053520240712024933jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac3170ec_infocdn__gr1635053620240712024934jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac41e0ec_infocdn__gr1635053720240712024935jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac4d7da9_infocdn__gr1635053820240712025149jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac623888_infocdn__gr1635051620240712024849jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac6d7243_infocdn__gr1635051720240712024850jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac7a4b22_infocdn__gr1635051220240712024844jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac88aac8_infocdn__gr1635051320240712024846jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ac9543c4_infocdn__gr1635051820240712024851jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118aca21a2a_infocdn__gr1635051920240712024854jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118acb1d3c5_infocdn__gr1635052020240712024855jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118acbf05df_infocdn__gr1635052120240712024856jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118acccc64b_infocdn__gr1635052220240712024857jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118acdb07bd_infocdn__gr1635052320240712024858jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ace9947c_infocdn__gr1635052420240712024859jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118acf9a4f9_infocdn__gr1635052520240712024900jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ad065214_infocdn__gr1635052720240712024902jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ad13e37f_infocdn__gr1635052820240712024903jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ad20fd63_infocdn__gr1635053020240712024906jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ad30da67_infocdn__gr1635053220240712024908jpg.jpg', 'https://cdn2.infocasas.com.uy/repo/img/67118ad3e0516_infocdn__gr1635053320240712024909jpg.jpg']",2,,7
Oficina en arriendo,2649000,60 m²,Centro Internacional,Oficina,Regus Colombia Ltda,1,"Carrera 10 #26-21, Bogota, Colòmbia","4.6129337, -74.0704865",https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_2_False_156cb2ac-5f8f-4028-987f-09741f59b40c.jpg,"['https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_1_True_c4e936b5-4345-40a6-b613-4913bea24148.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_3_False_b2e5a6dd-a989-409f-b113-0d5ca3cd7d1f.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_4_False_3669f77e-bd83-4ddb-80ab-866764aea7f3.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_5_False_c2af3adc-8e94-4442-82a9-230e3497552b.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_6_False_b65bff67-b38f-4f49-b059-e41f1b9eb674.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_7_False_0c20c1bb-dc76-4b1b-8084-a90bfa55ddaf.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_8_False_74239a70-a1fb-4358-9b92-ead5d9bb3553.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_9_False_2956821d-d65f-41b0-823f-c43ad9b8487a.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_10_False_a84a9d86-8d07-4e7a-b5cf-5606038a0bf9.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_11_False_22c5627b-43b3-48eb-8a67-a1503570d357.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/97a4b528-489b-4552-81c9-7058019aeabc/photos/97a4b528-489b-4552-81c9-7058019aeabc_12_False_1235dd73-a792-4ec8-9758-4629d4ba0cd0.jpg']",1,1,
Oficina en arriendo,1900000,50 m²,Chico norte,Oficina,Sonia Amparo Amaya,6,"Calle 98 #14-17, Bogotá, Colombia","4.6826494, -74.0482164",https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_15_False_a613b739-5db2-4d25-9111-e5196ad19824.jpg,"['https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_16_False_c464d8a3-8bdc-4286-8850-d924d1b57d9e.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_10_False_4e6b6e45-6976-4b5c-a787-2190293b0631.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_14_False_ef29fd0a-c389-4ca6-88d0-15cef5ae093a.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_7_False_2159fd27-3b90-4dae-a590-975e56e7f1c2.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_19_False_7fd98c3b-7174-4ee0-8f9e-1eb3332db20f.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_20_False_08cddd39-9f09-45f2-9f0d-586d88e2e370.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_2_False_f62fa066-a570-4254-bffc-79874fd8a444.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_17_False_4bb71ef2-c1e7-4546-b450-b64e502192ad.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_12_False_75085e44-1024-4290-bcb6-dbb97d0b16bc.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_8_False_2b0be2eb-4100-42a1-b4d5-6399b75d856c.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_1_True_41be8264-449f-427c-ab28-c64a67f509be.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_3_False_883acfa9-a63f-49be-8671-035b704d719a.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_4_False_88f45012-8635-4c00-8656-831835b476fc.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_5_False_19d3616c-005e-4e6a-ba88-c26e31c6381c.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_6_False_9d09cecc-fcff-4cda-96fe-166e3973e8b7.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_9_False_d75bff27-bf14-4eac-8a69-700a767af7dc.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_11_False_58000ea1-4a87-41c9-b620-a881a4018e66.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_13_False_ab0ad92a-e442-40c2-a55c-322fb32b45c2.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba/photos/2e2ac97d-9b42-40ce-9ae7-197ba5a804ba_18_False_14bb8c5a-80e6-410d-a133-7e03745c3d24.jpg']",1,1,1
Local en  Arriendo,6500000,182 m²,Chapinero,Local,Inmobiliare - Julio Corredor desde 1960,4,CARRERA 7   48A- 50,"4.635751, -74.0637856",https://cdn2.infocasas.com.uy/repo/img/670fd279a5f5d_infocdn__c475f862-c509-48a2-8f77-8e020326be45,"['https://cdn2.infocasas.com.uy/repo/img/670fd279f1ffd_infocdn__23a55579-0f5e-414a-bba6-f42626f0b4ed', 'https://cdn2.infocasas.com.uy/repo/img/670fd27a46d2a_infocdn__2728ae02-1222-4662-940d-5265e01f69b2', 'https://cdn2.infocasas.com.uy/repo/img/670fd27a91b3a_infocdn__fb7ac31f-1b3d-41fb-9235-864bbcd0076e', 'https://cdn2.infocasas.com.uy/repo/img/670fd27ae80bb_infocdn__f292b5fd-b8a2-4dae-9cce-cc848189755b', 'https://cdn2.infocasas.com.uy/repo/img/670fd27b428d4_infocdn__37c821a1-51af-42af-b329-1e8f6cb62d5f', 'https://cdn2.infocasas.com.uy/repo/img/670fd27b85433_infocdn__221dba88-2ee8-43b6-9e17-9688b30f3fc0', 'https://cdn2.infocasas.com.uy/repo/img/670fd27bd1c89_infocdn__c5e1b209-57d8-403a-adea-1aea6db5d01e', 'https://cdn2.infocasas.com.uy/repo/img/670fd27c2b7d3_infocdn__07794a2c-1ec7-4931-ae80-8a756ca97e10', 'https://cdn2.infocasas.com.uy/repo/img/670fd27c762cc_infocdn__3e2bff60-a4e4-4ec9-9fc9-eebb4eb21eb4', 'https://cdn2.infocasas.com.uy/repo/img/670fd27cc8381_infocdn__b25bd965-6bb6-4bc3-8860-1ef113626c8a']",4,,1
Bodega en arriendo,9500000,480 m²,Prado veraniego,Bodega,L&V Inmobiliaria,3,"Carrera 50 #134-66, Bogotá, Colombia","4.7199638, -74.0560598",https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_1_True_ca66cad8-7a26-4cb9-97cb-e9967d46fc45.jpg,"['https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_2_False_888007a7-581e-49ba-a505-a87b234b09b8.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_3_False_2b5504ca-d136-43df-9fe9-f246eaebe911.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_4_False_bf16624a-4ca6-4f37-a6aa-bdb41dabad42.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_5_False_77d54d15-c247-4385-bc55-970313cf7aeb.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_6_False_2faa164d-96c6-42e5-96fd-c0ed9321a0b4.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_7_False_1e736b0c-c3f8-4db0-ae39-d4c19fc64e7f.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_8_False_bf5dd895-56b6-433e-84f7-b9cb3aada87b.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_9_False_451a3b5d-51e7-4532-9edd-91777409e8c1.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_10_False_1dbc8523-4176-4bc4-81d8-d2e4c75b5b31.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_11_False_8e70695f-3ff4-4aad-9024-edd644a11783.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_12_False_54899b99-745f-41c9-9409-80304104c990.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_13_False_0d5fe65c-99ae-44aa-ace5-dedd94343179.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_14_False_4fb3fbd8-175a-4b40-9980-7da5732f4920.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_15_False_8a3d77e5-4083-437c-80cd-f540fd5f9a3d.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_16_False_ae28fba8-309a-4386-9b7d-af3d13d4db4f.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_17_False_1b630abe-33cd-4da1-8574-2c588de94bef.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_18_False_9342434c-d612-4d88-a749-f6d9e743a276.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_19_False_44a20205-6cc5-4e03-b78f-107206137855.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_20_False_f3fa6cc1-43d3-4938-bf17-676e162e93bf.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_21_False_7062297d-88ed-409a-9811-2339ded03de1.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_22_False_a8bbb5d4-4420-4e63-b568-40e2f8cb24a1.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_23_False_21fb1beb-65a0-4bde-9c13-040c03a53916.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_24_False_87097053-cb15-4e80-8233-6251253ee332.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_25_False_56e4b9d7-5965-4b4e-b4a0-0c46f8800dae.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_26_False_11a0b86a-8465-4f52-874f-d709b6df71a5.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_27_False_4148d957-cf59-467c-90f7-ab0a13de2c92.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_28_False_72aa7d48-b6f2-476c-8fc6-e5e1a0ea308d.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_29_False_0b971379-1880-4a62-a367-435577ee752b.jpg', 'https://s3.amazonaws.com/static-prod-asset.fincaraiz.com.co/site/fincaraiz_service/media/listing/4f9250c4-3393-408a-9705-af585e392c08/photos/4f9250c4-3393-408a-9705-af585e392c08_30_False_9a84e091-ecd7-49dc-a1c4-11b2672dd5f5.jpg']",4,1,
